Kingdom	Phylum	Class	Order	Family	Genus	A1	A2	A3	A7	A8	A9
1583	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	0	0	15	0	0	0
1584	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	0	0	15	0	0	0
1585	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	0	0	15	0	0	0
1586	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	0	0	15	0	0	0
1587	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA	0	0	15	0	0	0
1588	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir2 lineage	0	0	0	15	0	0
1589	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter	0	0	0	15	0	0
1590	Bacteria	Chloroflexi	Ktedonobacteria	C0119	NA	NA	0	0	0	15	0	0
1591	Bacteria	Cyanobacteria	Sericytochromatia	NA	NA	NA	0	0	0	15	0	0
1592	Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA	0	0	0	15	0	0
1593	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	0	0	0	15	0	0
1594	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	15	0	0
1595	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	0	0	0	15	0	0
1596	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	0	0	0	15	0	0
1597	Bacteria	Proteobacteria	NA	NA	NA	NA	0	0	0	15	0	0
1598	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	0	0	0	15	0	0
1599	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	NA	0	0	0	15	0	0
1600	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter	0	0	0	15	0	0
1601	Bacteria	Chloroflexi	AD3	NA	NA	NA	0	0	0	15	0	0
1602	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	0	0	0	15	0	0
1603	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	0	0	0	15	0	0
1604	Bacteria	Chloroflexi	Ktedonobacteria	C0119	NA	NA	0	0	0	15	0	0
1605	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	0	0	0	15	0	0
1606	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Risungbinella	0	0	0	15	0	0
1607	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA	0	0	0	7	0	8
1608	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	NA	NA	0	0	0	0	15	0
1609	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	0	0	0	0	15	0
1610	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA	0	0	0	0	15	0
1611	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Shimazuella	0	0	0	0	15	0
1612	Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA	0	0	0	0	6	9
1613	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	0	0	0	0	0	15
1614	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	0	0	0	0	0	15
1615	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	0	0	0	0	0	15
1616	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	0	0	15
1617	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	NA	0	0	0	0	0	15
1618	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	NA	NA	0	0	0	0	0	15
1619	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	14	0	0	0	0	0
1620	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	8	0	6	0	0	0
1621	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	0	14	0	0	0	0
1622	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	0	14	0	0	0	0
1623	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	14	0	0	0	0
1624	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter	0	0	14	0	0	0
1625	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0	0	14	0	0	0
1626	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	0	0	14	0	0	0
1627	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Actinospicaceae	Actinospica	0	0	14	0	0	0
1628	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	NA	0	0	0	14	0	0
1629	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	0	0	0	14	0	0
1630	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	0	0	0	14	0	0
1631	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA	0	0	0	14	0	0
1632	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	NA	0	0	0	14	0	0
1633	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	0	0	0	14	0	0
1634	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	14	0	0
1635	Bacteria	Planctomycetota	BD7-11	NA	NA	NA	0	0	0	14	0	0
1636	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	0	0	0	14	0	0
1637	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	0	0	0	14	0	0
1638	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	0	0	0	14	0	0
1639	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	0	0	0	14	0	0
1640	Bacteria	Chloroflexi	TK10	NA	NA	NA	0	0	0	14	0	0
1641	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	14	0	0
1642	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA	0	0	0	14	0	0
1643	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus	0	0	0	14	0	0
1644	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0	0	0	14	0	0
1645	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA	0	0	0	14	0	0
1646	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	0	0	0	14	0	0
1647	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	0	0	0	14	0	0
1648	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacter	0	0	0	14	0	0
1649	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	0	0	0	10	4	0
1650	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	NA	0	0	0	10	0	4
1651	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	0	0	0	7	0	7
1652	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	NA	0	0	0	7	0	7
1653	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA	0	0	0	0	14	0
1654	Bacteria	Cyanobacteria	Sericytochromatia	NA	NA	NA	0	0	0	0	14	0
1655	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	0	0	0	0	14	0
1656	Bacteria	RCP2-54	NA	NA	NA	NA	0	0	0	0	14	0
1657	Bacteria	Nitrospirota	4-29-1	NA	NA	NA	0	0	0	0	7	7
1658	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	0	0	0	0	3	11
1659	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	0	0	0	0	0	14
1660	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	NA	0	0	0	0	0	14
1661	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir2 lineage	0	0	0	0	0	14
1662	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	0	0	0	0	0	14
1663	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Domibacillus	0	0	0	0	0	14
1664	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13	0	0	0	0	0	14
1665	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	0	0	14
1666	Bacteria	Chloroflexi	AD3	NA	NA	NA	0	0	0	0	0	14
1667	Bacteria	Latescibacterota	NA	NA	NA	NA	0	0	0	0	0	14
1668	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	0	0	0	0	0	14
1669	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	0	0	0	0	0	14
1670	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	mle1-7	0	0	0	0	0	14
1671	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	0	0	0	0	0	14
1672	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	NA	0	0	0	0	0	14
1673	Bacteria	Planctomycetota	BD7-11	NA	NA	NA	13	0	0	0	0	0
1674	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	NA	13	0	0	0	0	0
1675	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	13	0	0	0	0	0
1676	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	NA	13	0	0	0	0	0
1677	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	13	0	0	0	0
1678	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	URHD0088	NA	0	13	0	0	0	0
1679	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA	0	0	13	0	0	0
1680	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	0	0	13	0	0	0
1681	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	0	0	13	0	0	0
1682	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia	0	0	13	0	0	0
1683	Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA	0	0	13	0	0	0
1684	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	0	0	0	13	0	0
1685	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA	0	0	0	13	0	0
1686	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA	0	0	0	13	0	0
1687	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	0	0	0	13	0	0
1688	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	0	0	0	13	0	0
1689	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	0	0	0	13	0	0
1690	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	0	0	0	13	0	0
1691	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	0	0	0	13	0	0
1692	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	0	0	0	13	0	0
1693	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	0	0	0	13	0	0
1694	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	13	0	0
1695	Bacteria	NA	NA	NA	NA	NA	0	0	0	13	0	0
1696	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	0	0	0	13	0	0
1697	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	0	0	0	13	0	0
1698	Bacteria	Planctomycetota	Phycisphaerae	S-70	NA	NA	0	0	0	11	0	2
1699	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	0	0	0	10	0	3
1700	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis	0	0	0	8	0	5
1701	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	NA	NA	0	0	0	8	5	0
1702	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	0	0	0	0	13	0
1703	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group	NA	0	0	0	0	13	0
1704	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	0	0	0	0	0	13
1705	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir1 lineage	0	0	0	0	0	13
1706	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	0	0	0	0	0	13
1707	Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA	0	0	0	0	0	13
1708	Bacteria	Elusimicrobiota	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Endomicrobium	0	0	0	0	0	13
1709	Bacteria	Chloroflexi	NA	NA	NA	NA	0	0	0	0	0	13
1710	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	0	0	0	0	0	13
1711	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	UTBCD1	0	0	0	0	0	13
1712	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	0	0	13
1713	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	12	0	0	0	0	0
1714	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14	NA	NA	12	0	0	0	0	0
1715	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA	12	0	0	0	0	0
1716	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA	0	12	0	0	0	0
1717	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA	0	12	0	0	0	0
1718	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	0	12	0	0	0	0
1719	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	12	0	0	0	0
1720	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium	0	0	12	0	0	0
1721	Bacteria	WPS-2	NA	NA	NA	NA	0	0	12	0	0	0
1722	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	12	0	0	0
1723	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	0	0	12	0	0	0
1724	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Ruminiclostridium	0	0	12	0	0	0
1725	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	NA	NA	0	0	12	0	0	0
1726	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	0	0	0	12	0	0
1727	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	0	0	0	12	0	0
1728	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Terrisporobacter	0	0	0	12	0	0
1729	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	0	0	0	12	0	0
1730	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	0	0	0	12	0	0
1731	Bacteria	WS4	NA	NA	NA	NA	0	0	0	12	0	0
1732	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	0	0	0	12	0	0
1733	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	0	0	0	9	3	0
1734	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	0	0	0	4	0	8
1735	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	NA	0	0	0	4	0	8
1736	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA	0	0	0	0	12	0
1737	Bacteria	Armatimonadota	NA	NA	NA	NA	0	0	0	0	12	0
1738	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfitobacterium	0	0	0	0	12	0
1739	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	0	0	0	0	12	0
1740	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13	0	0	0	0	12	0
1741	Bacteria	Myxococcota	Polyangia	mle1-27	NA	NA	0	0	0	0	12	0
1742	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Actinopolymorpha	0	0	0	0	0	12
1743	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Panacagrimonas	0	0	0	0	0	12
1744	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	0	0	0	0	0	12
1745	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	0	0	0	0	0	12
1746	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	0	0	0	0	0	12
1747	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	0	0	0	0	0	12
1748	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Alkanibacter	0	0	0	0	0	12
1749	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group	NA	0	0	0	0	0	12
1750	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA	0	0	0	0	0	12
1751	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 13	NA	NA	0	0	0	0	0	12
1752	Bacteria	Firmicutes	Clostridia	Thermincolales	Thermincolaceae	Thermincola	0	0	0	0	0	12
1753	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA	11	0	0	0	0	0
1754	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	11	0	0	0	0	0
1755	Bacteria	Elusimicrobiota	Lineage IIa	NA	NA	NA	11	0	0	0	0	0
1756	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	11	0	0	0	0	0
1757	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	0	11	0	0	0	0
1758	Bacteria	Chloroflexi	TK10	NA	NA	NA	0	11	0	0	0	0
1759	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	0	11	0	0	0	0
1760	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	0	11	0	0	0	0
1761	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	11	0	0	0
1762	Bacteria	WPS-2	NA	NA	NA	NA	0	0	11	0	0	0
1763	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	0	0	11	0	0	0
1764	Bacteria	Chloroflexi	AD3	NA	NA	NA	0	0	11	0	0	0
1765	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	11	0	0	0
1766	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	0	0	11	0	0	0
1767	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	0	0	0	11	0	0
1768	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	11	0	0
1769	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	0	0	0	11	0	0
1770	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	0	0	0	11	0	0
1771	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA	0	0	0	11	0	0
1772	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Syntrophomonas	0	0	0	11	0	0
1773	Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA	0	0	0	11	0	0
1774	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	0	0	0	11	0	0
1775	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	0	0	0	11	0	0
1776	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA	0	0	0	11	0	0
1777	Bacteria	Chloroflexi	Ktedonobacteria	C0119	NA	NA	0	0	0	11	0	0
1778	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	NA	NA	0	0	0	11	0	0
1779	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	0	0	0	11	0	0
1780	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	NA	NA	0	0	0	11	0	0
1781	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	0	0	0	11	0	0
1782	Archaea	Halobacterota	Methanocellia	Methanocellales	Methanocellaceae	Methanocella	0	0	0	7	4	0
1783	Bacteria	Chloroflexi	NA	NA	NA	NA	0	0	0	4	0	7
1784	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudaminobacter	0	0	0	0	11	0
1785	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group	NA	0	0	0	0	11	0
1786	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	0	0	0	0	11	0
1787	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	0	0	0	0	11	0
1788	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	0	0	0	0	0	11
1789	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	0	0	0	0	0	11
1790	Bacteria	Planctomycetota	BD7-11	NA	NA	NA	0	0	0	0	0	11
1791	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	0	0	0	0	0	11
1792	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	0	0	0	0	0	11
1793	Bacteria	Myxococcota	Polyangia	mle1-27	NA	NA	0	0	0	0	0	11
1794	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	0	0	11
1795	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	10	0	0	0	0	0
1796	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	10	0	0	0	0	0
1797	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	0	10	0	0	0	0
1798	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	0	10	0	0	0	0
1799	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-2	0	10	0	0	0	0
1800	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	0	0	10	0	0	0
1801	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA	0	0	0	10	0	0
1802	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	0	0	0	10	0	0
1803	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	10	0	0
1804	Bacteria	Latescibacterota	NA	NA	NA	NA	0	0	0	10	0	0
1805	Bacteria	Verrucomicrobiota	Verrucomicrobiae	S-BQ2-57 soil group	NA	NA	0	0	0	10	0	0
1806	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	0	0	0	10	0	0
1807	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	0	0	0	10	0	0
1808	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	0	0	0	10	0	0
1809	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	Vampirovibrionaceae	NA	0	0	0	10	0	0
1810	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	0	0	0	10	0	0
1811	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloparacoccus	0	0	0	10	0	0
1812	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0	0	0	10	0	0
1813	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	0	0	0	10	0	0
1814	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA	0	0	0	10	0	0
1815	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	0	0	0	10	0	0
1816	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	10	0	0
1817	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	NA	NA	0	0	0	10	0	0
1818	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	0	0	0	10	0	0
1819	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	0	0	0	0	10	0
1820	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	0	0	0	0	0	10
1821	Bacteria	Planctomycetota	OM190	NA	NA	NA	0	0	0	0	0	10
1822	Bacteria	Firmicutes	NA	NA	NA	NA	0	0	0	0	0	10
1823	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	0	0	0	0	0	10
