Kingdom	Phylum	Class	Order	Family	Genus
ASV_1950	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA
ASV_1951	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA
ASV_1952	Bacteria	Actinobacteriota	Actinobacteria	Catenulisporales	Actinospicaceae	Actinospica
ASV_1953	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Pasteuria
ASV_1954	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-2
ASV_1955	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA
ASV_1956	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_1957	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA
ASV_1958	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA
ASV_1959	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	NA	NA
ASV_1960	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_1961	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_1962	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA
ASV_1963	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
ASV_1964	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA
ASV_1965	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV_1966	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1967	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
ASV_1968	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_1969	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_1970	Bacteria	Chloroflexi	Anaerolineae	ADurb.Bin180	NA	NA
ASV_1971	Bacteria	NA	NA	NA	NA	NA
ASV_1972	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2
ASV_1973	Bacteria	Chloroflexi	TK10	NA	NA	NA
ASV_1974	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV_1975	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA
ASV_1976	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1977	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter
ASV_1978	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	AB1	NA
ASV_1979	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA
ASV_1980	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
ASV_1981	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA
ASV_1982	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA
ASV_1983	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus
ASV_1984	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_1985	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
ASV_1986	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_1987	Bacteria	Myxococcota	bacteriap25	NA	NA	NA
ASV_1988	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA
ASV_1989	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_1990	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_1991	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
ASV_1992	Bacteria	Firmicutes	BRH-c20a	NA	NA	NA
ASV_1993	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA
ASV_1994	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	NA	NA
ASV_1995	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA
ASV_1996	Bacteria	Cyanobacteria	Sericytochromatia	NA	NA	NA
ASV_1997	Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA
ASV_1998	Bacteria	FCPU426	NA	NA	NA	NA
ASV_1999	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_2000	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter
ASV_2001	Bacteria	Acidobacteriota	Subgroup 25	NA	NA	NA
ASV_2002	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV_2003	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_2004	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_2005	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA
ASV_2006	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_2007	Bacteria	NA	NA	NA	NA	NA
ASV_2008	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA
ASV_2009	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-3
ASV_2010	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea
ASV_2011	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
ASV_2012	Bacteria	Firmicutes	Sulfobacillia	Sulfobacillales	Sulfobacillaceae	NA
ASV_2013	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
ASV_2014	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia
ASV_2015	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_2016	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_2017	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_2018	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	JSC-12
ASV_2019	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_2020	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_2021	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_2022	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA
ASV_2023	Bacteria	FCPU426	NA	NA	NA	NA
ASV_2024	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_2025	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA
ASV_2026	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA
ASV_2027	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA
ASV_2028	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_2029	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	NA	NA
ASV_2030	Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA
ASV_2031	Bacteria	Planctomycetota	Phycisphaerae	mle1-8	NA	NA
ASV_2032	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	NA	NA
ASV_2033	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA
ASV_2034	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_2035	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	FCPS473
ASV_2036	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possible genus 04
ASV_2037	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA
ASV_2038	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_2039	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_2040	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
ASV_2041	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	NA
ASV_2042	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter
ASV_2043	Bacteria	Planctomycetota	NA	NA	NA	NA
ASV_2044	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA
ASV_2045	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
ASV_2046	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Thermosporothrix
ASV_2047	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_2048	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_2049	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA
ASV_2050	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinocorallia
ASV_2051	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_2052	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV_2053	Bacteria	NA	NA	NA	NA	NA
ASV_2054	Bacteria	Bacteroidota	Ignavibacteria	SJA-28	NA	NA
ASV_2055	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_2056	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02
ASV_2057	Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA
ASV_2058	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	NA
ASV_2059	Bacteria	Nitrospirota	Leptospirillia	Leptospirillales	Leptospirillaceae	Leptospirillum
ASV_2060	Bacteria	Deferrisomatota	Defferrisomatia	Defferrisomatales	Defferrisomataceae	Deferrisoma
ASV_2061	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
ASV_2062	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_2063	Bacteria	Chloroflexi	AD3	NA	NA	NA
ASV_2064	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobium
ASV_2065	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Sedimentibacteraceae	Sedimentibacter
ASV_2066	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA
ASV_2067	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA
ASV_2068	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia
ASV_2069	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	NA
ASV_2070	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Acidibacillus
ASV_2071	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_2072	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA
ASV_2073	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	BSV40	NA
ASV_2074	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
ASV_2075	Bacteria	FCPU426	NA	NA	NA	NA
ASV_2076	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_2077	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_2078	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_2079	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_2080	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA
ASV_2081	Bacteria	Acidobacteriota	Blastocatellia	11-24	NA	NA
ASV_2082	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
ASV_2083	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-2
ASV_2084	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	FCPS473
ASV_2085	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
ASV_2086	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA
ASV_2087	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA
ASV_2088	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	NA
ASV_2089	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA
ASV_2090	Bacteria	Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	Candidatus Latescibacter
ASV_2091	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_2092	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_2093	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA
ASV_2094	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA
ASV_2095	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
ASV_2096	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	NA
ASV_2097	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	NA
ASV_2098	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea
ASV_2099	Bacteria	FCPU426	NA	NA	NA	NA
ASV_2100	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas
ASV_2101	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	NA
ASV_2102	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
ASV_2103	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta
ASV_2104	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	NA	NA
ASV_2105	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
ASV_2106	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_2107	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	FCPS473
ASV_2108	Bacteria	NA	NA	NA	NA	NA
ASV_2109	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA
ASV_2110	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA
ASV_2111	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	NA
ASV_2112	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA
ASV_2113	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_2114	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_2115	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
ASV_2116	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_2117	Bacteria	SAR324 clade(Marine group B)	NA	NA	NA	NA
ASV_2118	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA
ASV_2119	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ASV_2120	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA
ASV_2121	Bacteria	Chloroflexi	TK10	NA	NA	NA
ASV_2122	Bacteria	NA	NA	NA	NA	NA
ASV_2123	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_2124	Bacteria	NA	NA	NA	NA	NA
ASV_2125	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA
